"Product ID";"Category";"Sub-Category";"Product Name";"Cost";"Price";"Profit";"Quantity";"Sales";"Customer ID"
"FUR-CH-10000863";"Furniture";"Chairs";"Novimex Swivel Fabric Task Chair";584;422;-162;21;8869;"PO-18865"
"TEC-AC-10001998";"Technology";"Accessories";"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired";706;812;106;4;3248;"PG-18895"
"OFF-LA-10000134";"Office Supplies";"Labels";"Avery 511";247;177;-70;12;2124;"PG-18895"
"OFF-ST-10003442";"Office Supplies";"Storage";"Eldon Portable Mobile Manager";530;289;-241;6;1736;"GM-14455"
"OFF-AR-10004930";"Office Supplies";"Art";"Turquoise Lead Holder with Pocket Clip";793;482;-311;1;482;"JS-15685"
"TEC-PH-10004093";"Technology";"Phones";"Panasonic Kx-TS550";835;877;42;21;18418;"JS-15685"
"OFF-PA-10000304";"Office Supplies";"Paper";"Xerox 1995";292;836;544;13;10866;"JS-15685"
"OFF-PA-10003177";"Office Supplies";"Paper";"Xerox 1999";664;785;121;16;12552;"KB-16315"
"FUR-FU-10003799";"Furniture";"Furnishings";"Seth Thomas 13 1/2"" Wall Clock";428;674;246;2;1348;"KB-16315"
"OFF-BI-10002852";"Office Supplies";"Binders";"Ibico Standard Transparent Covers";982;576;-406;20;11526;"KB-16315"
"OFF-BI-10004738";"Office Supplies";"Binders";"Flexible Leather- Look Classic Collection Ring Binder";530;245;-285;24;5884;"RB-19705"
"FUR-FU-10000629";"Furniture";"Furnishings";"9-3/4 Diameter Round Wall Clock";698;914;216;2;1827;"PN-18775"
"OFF-BI-10001721";"Office Supplies";"Binders";"Trimflex Flexible Post Binders";223;278;55;13;3613;"KD-16345"
"OFF-AP-10000358";"Office Supplies";"Appliances";"Fellowes Basic Home/Office Series Surge Protectors";843;842;-1;10;8424;"ER-13855"
"OFF-PA-10003256";"Office Supplies";"Paper";"Avery Personal Creations Heavyweight Cards";98;941;842;23;21637;"RB-19465"
"TEC-AC-10001767";"Technology";"Accessories";"SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card";634;219;-415;8;1754;"RB-19465"
"OFF-BI-10002609";"Office Supplies";"Binders";"Avery Hidden Tab Dividers for Binding Systems";841;718;-123;18;12924;"RB-19465"
"OFF-PA-10004040";"Office Supplies";"Paper";"Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)";651;785;134;2;1571;"GZ-14470"
"TEC-AC-10001552";"Technology";"Accessories";"Logitech K350 2.4Ghz Wireless Keyboard";793;448;-345;3;1345;"LC-16870"
"FUR-FU-10004006";"Furniture";"Furnishings";"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting";136;282;146;17;4787;"LC-16870"
"OFF-BI-10002794";"Office Supplies";"Binders";"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";620;940;320;10;9395;"LC-16870"
"TEC-AC-10003499";"Technology";"Accessories";"Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive";250;434;184;10;4344;"JM-15250"
"TEC-PH-10002844";"Technology";"Phones";"Speck Products Candyshell Flip Case";295;533;237;7;3729;"JM-15250"
"OFF-AR-10000390";"Office Supplies";"Art";"Newell Chalk Holder";510;111;-400;16;1771;"JM-15250"
"TEC-AC-10000844";"Technology";"Accessories";"Logitech Gaming G510s - Keyboard";733;74;-659;2;149;"PA-19060"
"FUR-FU-10001934";"Furniture";"Furnishings";"Magnifier Swing Arm Lamp";256;323;68;14;4528;"CV-12805"
"OFF-AR-10000380";"Office Supplies";"Art";"Hunt PowerHouse Electric Pencil Sharpener, Blue";729;986;258;8;7888;"CL-12565"
"OFF-BI-10003981";"Office Supplies";"Binders";"Avery Durable Plastic 1"" Binders";968;959;-8;14;13433;"CL-12565"
"OFF-FA-10000621";"Office Supplies";"Fasteners";"OIC Colored Binder Clips, Assorted Sizes";439;805;365;24;19309;"RC-19960"
"OFF-EN-10002600";"Office Supplies";"Envelopes";"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2";322;496;175;14;6950;"RC-19960"
"OFF-PA-10004965";"Office Supplies";"Paper";"Xerox 1921";243;915;671;22;20126;"RC-19960"
"OFF-EN-10002504";"Office Supplies";"Envelopes";"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White";178;488;310;20;9761;"RC-19960"
"FUR-TA-10001768";"Furniture";"Tables";"Hon Racetrack Conference Tables";267;232;-35;17;3939;"DK-13090"
"OFF-BI-10003650";"Office Supplies";"Binders";"GBC DocuBind 300 Electric Binding Machine";897;888;-10;25;22188;"GG-14650"
"FUR-FU-10002157";"Furniture";"Furnishings";"Artistic Insta-Plaque";878;802;-77;17;13630;"SC-20725"
"OFF-BI-10003910";"Office Supplies";"Binders";"DXL Angle-View Binders with Locking Rings by Samsill";760;451;-308;18;8121;"SC-20725"
"OFF-ST-10000777";"Office Supplies";"Storage";"Companion Letter/Legal File, Black";278;55;-223;19;1046;"SC-20725"
"OFF-EN-10002500";"Office Supplies";"Envelopes";"Globe Weis Peel & Seel First Class Envelopes";710;668;-42;6;4007;"SC-20725"
"TEC-PH-10003875";"Technology";"Phones";"KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7";883;95;-788;2;190;"SC-20725"
"FUR-CH-10004063";"Furniture";"Chairs";"Global Deluxe High-Back Manager's Chair";60;99;39;22;2176;"AD-10180"
"FUR-TA-10004534";"Furniture";"Tables";"Bevis 44 x 96 Conference Tables";252;924;673;10;9243;"PF-19165"
"OFF-BI-10003274";"Office Supplies";"Binders";"Avery Durable Slant Ring Binders, No Labels";418;912;494;13;11859;"TS-21610"
"OFF-ST-10002974";"Office Supplies";"Storage";"Trav-L-File Heavy-Duty Shuttle II, Black";714;826;112;25;20655;"TS-21610"
"FUR-CH-10001146";"Furniture";"Chairs";"Global Task Chair, Black";416;650;234;24;15589;"LS-16975"
"FUR-FU-10003773";"Furniture";"Furnishings";"Eldon Cleatmat Plus Chair Mats for High Pile Carpets";366;625;259;2;1249;"LS-16975"
"TEC-PH-10002293";"Technology";"Phones";"Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5";349;543;195;18;9780;"DW-13585"
"OFF-PA-10002377";"Office Supplies";"Paper";"Xerox 1916";860;362;-498;24;8693;"DW-13585"
"OFF-FA-10002780";"Office Supplies";"Fasteners";"Staples";432;318;-114;4;1273;"DW-13585"
"OFF-PA-10001804";"Office Supplies";"Paper";"Xerox 195";711;877;166;9;7889;"LC-16885"
"OFF-PA-10001736";"Office Supplies";"Paper";"Xerox 1880";459;205;-254;12;2457;"LC-16885"
"OFF-AR-10001149";"Office Supplies";"Art";"Sanford Colorific Colored Pencils, 12/Box";499;217;-282;12;2600;"LC-16885"
"OFF-FA-10002988";"Office Supplies";"Fasteners";"Ideal Clamps";574;340;-234;16;5443;"LC-16885"
"OFF-BI-10004781";"Office Supplies";"Binders";"GBC Wire Binding Strips";682;3;-679;17;55;"LC-16885"
"OFF-SU-10001218";"Office Supplies";"Supplies";"Fiskars Softgrip Scissors";964;136;-828;22;2986;"LC-16885"
"FUR-FU-10001706";"Furniture";"Furnishings";"Longer-Life Soft White Bulbs";201;204;4;14;2862;"LC-16885"
"FUR-FU-10004848";"Furniture";"Furnishings";"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";773;522;-251;6;3131;"JD-15895"
"OFF-AR-10000940";"Office Supplies";"Art";"Newell 343";795;283;-512;20;5658;"SH-19975"
"OFF-EN-10004030";"Office Supplies";"Envelopes";"Convenience Packs of Business Envelopes";789;50;-739;16;794;"SH-19975"
"OFF-PA-10004327";"Office Supplies";"Paper";"Xerox 1911";763;177;-586;10;1773;"SH-19975"
"OFF-AP-10001058";"Office Supplies";"Appliances";"Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators";588;283;-305;19;5380;"SG-20080"
"OFF-ST-10003656";"Office Supplies";"Storage";"Safco Industrial Wire Shelving";671;504;-167;25;12599;"HA-14920"
"FUR-FU-10000521";"Furniture";"Furnishings";"Seth Thomas 14"" Putty-Colored Wall Clock";883;790;-93;22;17378;"MG-17680"
"TEC-PH-10000215";"Technology";"Phones";"Plantronics Cordless Phone Headset with In-line Volume - M214C";958;211;-748;2;421;"JE-16165"
"TEC-PH-10001448";"Technology";"Phones";"Anker Astro 15000mAh USB Portable Charger";17;419;402;14;5870;"JE-16165"
"FUR-CH-10000454";"Furniture";"Chairs";"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back";491;256;-234;20;5123;"JE-16165"
"OFF-BI-10002735";"Office Supplies";"Binders";"GBC Prestige Therm-A-Bind Covers";168;649;481;19;12327;"JE-16165"
"OFF-AP-10000326";"Office Supplies";"Appliances";"Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection";820;90;-730;1;90;"TW-21025"
"TEC-PH-10001254";"Technology";"Phones";"Jabra BIZ 2300 Duo QD Duo Corded Headset";207;755;548;6;4529;"TW-21025"
"OFF-PA-10001950";"Office Supplies";"Paper";"Southworth 25% Cotton Antique Laid Paper & Envelopes";972;893;-79;22;19644;"SP-20650"
"OFF-PA-10002254";"Office Supplies";"Paper";"Xerox 1883";833;587;-246;22;12911;"SP-20650"
"OFF-ST-10001590";"Office Supplies";"Storage";"Tenex Personal Project File with Scoop Front Design, Black";575;683;109;7;4784;"SP-20650"
"OFF-AR-10001547";"Office Supplies";"Art";"Newell 311";604;813;209;18;14632;"NK-18490"
"FUR-CH-10004063";"Furniture";"Chairs";"Global Deluxe High-Back Manager's Chair";849;288;-561;8;2305;"DB-13060"
"OFF-LA-10002475";"Office Supplies";"Labels";"Avery 519";57;756;699;25;18908;"NP-18670"
"TEC-PH-10004536";"Technology";"Phones";"Avaya 5420 Digital phone";878;792;-85;14;11091;"NP-18670"
"OFF-PA-10002751";"Office Supplies";"Paper";"Xerox 1920";369;418;50;21;8787;"TT-21070"
"TEC-AC-10003657";"Technology";"Accessories";"Lenovo 17-Key USB Numeric Keypad";229;786;558;24;18874;"EM-13960"
"OFF-EN-10001990";"Office Supplies";"Envelopes";"Staple envelope";994;118;-876;19;2245;"RD-19900"
"OFF-BI-10004002";"Office Supplies";"Binders";"Wilson Jones International Size A4 Ring Binders";860;703;-157;16;11254;"MJ-17740"
"OFF-AR-10004441";"Office Supplies";"Art";"BIC Brite Liner Highlighters";463;582;119;21;12215;"BM-11140"
"TEC-MA-10000822";"Technology";"Machines";"Lexmark MX611dhe Monochrome Laser Printer";755;66;-689;3;197;"BM-11140"
"OFF-ST-10000991";"Office Supplies";"Storage";"Space Solutions HD Industrial Steel Shelving.";227;795;568;18;14309;"BM-11140"
"FUR-CH-10004287";"Furniture";"Chairs";"SAFCO Arco Folding Chair";15;759;744;22;16688;"BM-11140"
"OFF-AR-10002656";"Office Supplies";"Art";"Sanford Liquid Accent Highlighters";564;552;-12;21;11596;"BM-11140"
"OFF-AP-10002518";"Office Supplies";"Appliances";"Kensington 7 Outlet MasterPiece Power Center";862;474;-387;24;11378;"BM-11140"
"TEC-PH-10003931";"Technology";"Phones";"JBL Micro Wireless Portable Bluetooth Speaker";232;1000;767;17;16994;"BM-11140"
"OFF-PA-10000659";"Office Supplies";"Paper";"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”";497;664;167;12;7972;"CS-12130"
"OFF-PA-10001144";"Office Supplies";"Paper";"Xerox 1913";725;717;-8;2;1435;"CS-12130"
"FUR-CH-10003817";"Furniture";"Chairs";"Global Value Steno Chair, Gray";420;72;-348;9;645;"CS-12130"
"OFF-AP-10000891";"Office Supplies";"Appliances";"Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center";163;77;-86;3;231;"JB-15400"
"OFF-LA-10003148";"Office Supplies";"Labels";"Avery 51";304;800;497;12;9604;"JB-15400"
"OFF-AP-10002684";"Office Supplies";"Appliances";"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection";157;789;632;6;4734;"SJ-20500"
"FUR-CH-10004698";"Furniture";"Chairs";"Padded Folding Chairs, Black, 4/Carton";70;331;261;21;6956;"JE-15745"
"OFF-SU-10002189";"Office Supplies";"Supplies";"Acme Rosewood Handle Letter Opener";153;711;558;14;9950;"JE-15745"
"OFF-AR-10001940";"Office Supplies";"Art";"Sanford Colorific Eraseable Coloring Pencils, 12 Count";893;202;-691;24;4851;"JK-15640"
"OFF-ST-10003455";"Office Supplies";"Storage";"Tenex File Box, Personal Filing Tote with Lid, Black";135;526;391;16;8413;"DK-13150"
"TEC-AC-10004659";"Technology";"Accessories";"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB";950;413;-537;3;1240;"DK-13150"
"TEC-PH-10003273";"Technology";"Phones";"AT&T TR1909W";115;258;142;18;4636;"RM-19675"
"TEC-PH-10004896";"Technology";"Phones";"Nokia Lumia 521 (T-Mobile)";963;474;-489;11;5216;"RM-19675"
"TEC-AC-10002345";"Technology";"Accessories";"HP Standard 104 key PS/2 Keyboard";586;64;-522;11;706;"RM-19675"
"OFF-BI-10001890";"Office Supplies";"Binders";"Avery Poly Binder Pockets";421;469;48;23;10789;"SK-19990"
"TEC-AC-10002323";"Technology";"Accessories";"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card";673;786;112;16;12568;"FM-14290"
"OFF-ST-10001328";"Office Supplies";"Storage";"Personal Filing Tote with Lid, Black/Gray";683;193;-490;11;2126;"AM-10360"
"OFF-PA-10001950";"Office Supplies";"Paper";"Southworth 25% Cotton Antique Laid Paper & Envelopes";236;381;145;11;4191;"AM-10360"
"FUR-BO-10002613";"Furniture";"Bookcases";"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors";689;42;-647;7;292;"MP-17470"
"TEC-PH-10001552";"Technology";"Phones";"I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink";822;658;-165;11;7236;"MP-17470"
"OFF-PA-10000061";"Office Supplies";"Paper";"Xerox 205";630;201;-429;15;3019;"MP-17470"
"FUR-BO-10002545";"Furniture";"Bookcases";"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors";902;471;-431;8;3768;"MP-17470"
"OFF-AR-10003514";"Office Supplies";"Art";"4009 Highlighters by Sanford";66;646;580;9;5811;"MP-17470"
"OFF-EN-10001509";"Office Supplies";"Envelopes";"Poly String Tie Envelopes";458;61;-397;9;553;"MZ-17515"
"OFF-AR-10004685";"Office Supplies";"Art";"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set";622;993;372;7;6953;"CB-12025"
"OFF-AR-10004027";"Office Supplies";"Art";"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box";927;498;-429;13;6478;"CB-12025"
"OFF-ST-10001414";"Office Supplies";"Storage";"Decoflex Hanging Personal Folder File";79;122;43;20;2435;"VM-21685"
"OFF-BI-10000343";"Office Supplies";"Binders";"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";922;488;-434;10;4875;"FH-14365"
"OFF-PA-10002749";"Office Supplies";"Paper";"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page";105;65;-40;11;713;"FH-14365"
"OFF-PA-10002666";"Office Supplies";"Paper";"Southworth 25% Cotton Linen-Finish Paper & Envelopes";115;723;608;12;8676;"MB-17305"
"FUR-TA-10004289";"Furniture";"Tables";"BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables";355;602;246;2;1203;"BS-11755"
"OFF-AP-10003622";"Office Supplies";"Appliances";"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack";437;530;93;24;12715;"BS-11755"
"OFF-AP-10003217";"Office Supplies";"Appliances";"Eureka Sanitaire  Commercial Upright";210;13;-197;25;334;"LC-17140"
"FUR-FU-10002960";"Furniture";"Furnishings";"Eldon 200 Class Desk Accessories, Burgundy";569;321;-248;9;2889;"HK-14890"
"TEC-PH-10001918";"Technology";"Phones";"Nortel Business Series Terminal T7208 Digital phone";134;522;388;11;5739;"LE-16810"
